"package","variety_a","variety_b","variety_c","best","worst","var_a","var_b","var_c","lon","lat","planting_date","planting_day","season","year","GDD","minNT","maxNT","MLDS","MLWS","Rx5day"
"paquete 888","INTA Precoz","PM2 Don Rey","INTA Fuerte Sequia","B","A","Worse","Better","Worse",-85.48324585,13.23459829,16818,18,"Ap15",2016,67,17.71250653,19.256326,10,1,58.39601135
"paquete 993","PM2 Don Rey","INTA Centro Sur","ALS 0532-6","C","A","Worse","Worse","Better",-85.72854996,13.13331336,16775,340,"Ap15",2015,78,15.43167848,16.50324133,14,1,16.53760338
"paquete 994","INTA Matagalpa","INTA Fuerte Sequia","INTA Centro Sur","A","C","Better","Worse","Worse",-85.45852661,13.18914226,16784,349,"Ap15",2015,73,17.3501119,19.16283476,16,2,58.19937134
"paquete 786","INTA Ferroso","ALS 0532-6","SJC 730-79","B","C","Worse","Worse","Worse",-85.73730469,13.13164164,16789,354,"Ap15",2015,73,15.39055949,16.09136516,16,2,16.53760338
"paquete 997","INTA Rojo","INTA Centro Sur","ALS 0532-6","B","C","Worse","Better","Worse",-85.50727844,13.21855595,16792,357,"Ap15",2015,82,15.65250653,16.4866505,22,1,65.23497009
"paquete 678","INTA Precoz","INTA Rojo","INTA Fuerte Sequia","B","A","Worse","Better","Worse",-85.62744141,13.31746685,16794,359,"Ap15",2015,83,14.37350615,15.91749347,22,1,59.14440918
"paquete 881","INTA Fuerte Sequia","INTA Centro Sur","PM2 Don Rey","C","B","Better","Worse","Better",-85.36994934,13.33701035,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 882","SJC 730-79","INTA Matagalpa","INTA Precoz","B","C","Better","Better","Worse",-85.37063599,13.33584112,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete 899","INTA Precoz","INTA Rojo","INTA Ferroso","A","C","Worse","Better","Worse",-85.43380737,13.17042261,16808,8,"Ap15",2016,69,18.15012682,18.68575905,17,1,66.7935257
"paquete 793","ALS 0532-6","SJC 730-79","INTA Centro Sur","C","B","Worse","Worse","Better",-85.57662964,13.26601147,16783,348,"Ap15",2015,78,15.5745953,17.43155166,22,1,54.52724457
"paquete 237","INTA Matagalpa","INTA Rojo","ALS 0532-6","A","B","Better","Better","Better",-85.55465698,13.18780519,16689,254,"Po15",2015,80,16.17633346,17.74453935,4,4,62.2340126
"paquete 904","INTA Fuerte Sequia","ALS 0532-6","SJC 730-79","C","A","Worse","Worse","Better",-85.45715332,13.19850154,16808,8,"Ap15",2016,71,17.3501119,18.15603506,17,1,58.19937134
"paquete 692","ALS 0532-6","INTA Centro Sur","BRT 103-182","A","C","Better","Worse","Worse",-85.7194519,13.13164164,16787,352,"Ap15",2015,72,15.79125326,16.92324133,18,2,16.53760338
"paquete 963","INTA Precoz","INTA Rojo","INTA Matagalpa","C","A","Worse","Worse","Better",-85.72219849,13.13832845,16789,354,"Ap15",2015,76,15.31279746,16.39462514,16,2,16.53760338
"paquete 892","INTA Precoz","INTA Ferroso","SJC 730-79","C","B","Worse","Worse","Better",-85.36806107,13.33550706,16784,349,"Ap15",2015,70,18.23027602,18.89415517,22,1,77.93579102
"paquete_nic_apante_2016_1_147","INTA Precoz","INTA Fuerte Sequia","INTA Rojo","B","C","Better","Better","Better",-85.5655738,13.38735,17176,10,"Ap16",2017,79,15.35,17.35695636,5,2,22.27912521
"paquete 231","INTA Fuerte Sequia","ALS 0532-6","INTA Centro Sur","C","B","Better","Worse","Better",-85.57800293,13.18111972,16696,261,"Po15",2015,81,16.99880642,17.92976874,9,2,62.2340126
"paquete 996","INTA Matagalpa","SJC 730-79","INTA Ferroso","B","C","Worse","Better","Worse",-85.50521851,13.24061389,16781,346,"Ap15",2015,81,16.21417755,17.5762141,20,1,65.23497009
"paquete 895","INTA Ferroso","INTA Fuerte Sequia","SJC 730-79","B","C","Worse","Better","Worse",-85.45303345,13.20786047,16777,342,"Ap15",2015,72,17.26031705,19.19731816,16,1,58.39601135
"paquete_nic_apante_2016_1_166","INTA Fuerte Sequia","SJC 730-79","INTA Matagalpa","A","B","Better","Better","Better",-85.5493924,13.3846113,17162,362,"Ap16",2016,86,14.97346885,16.54865722,8,2,28.25635433
"paquete 239","INTA Precoz","SJC 730-79","PM2 Don Rey","C","B","Worse","Worse","Better",-85.59448242,13.17844549,16695,260,"Po15",2015,79,16.65251772,17.23430063,8,2,62.2340126
"paquete 920","INTA Fuerte Sequia","INTA Rojo","INTA Ferroso","C","A","Worse","Worse","Better",-85.2305603,12.91489095,16784,349,"Ap15",2015,66,18.79001492,19.26806789,10,3,30.06667614
"paquete 241","BRT 103-182","INTA Centro Sur","ALS 0532-6","A","C","Better","Worse","Worse",-85.64941406,13.17443408,16689,254,"Po15",2015,72,16.99564715,18.08639687,4,2,56.72744751
"paquete 975","INTA Rojo","INTA Fuerte Sequia","INTA Matagalpa","B","A","Worse","Better","Worse",-85.71670532,13.13297902,16780,345,"Ap15",2015,73,15.79125326,16.92324133,19,1,16.53760338
"paquete 974","INTA Precoz","SJC 730-79","ALS 0532-6","B","A","Worse","Better","Worse",-85.72219849,13.13431639,16776,341,"Ap15",2015,78,15.43167848,16.50324133,15,1,16.53760338
"paquete_nic_apante_2016_2_063","INTA Matagalpa","INTA Centro Sur","INTA Rojo","A","B","Better","Worse","Better",-85.7350955,13.1393608,17172,6,"Ap16",2017,73,15.83092503,16.3816561,5,2,30.80731869
"paquete 929","PM2 Don Rey","INTA Centro Sur","INTA Ferroso","B","C","Worse","Better","Worse",-85.23742676,12.89882782,16815,15,"Ap15",2016,62,18.71000746,19.78365908,5,2,37.44858313
"paquete 246","INTA Fuerte Sequia","PM2 Don Rey","INTA Matagalpa","C","A","Better","Worse","Worse",-85.4914856,13.08482887,16689,254,"Po15",2015,66,18.36650131,19.08931369,5,5,66.8263855
"paquete 877","INTA Rojo","BRT 103-182","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.43243408,13.17577122,16818,18,"Ap15",2016,68,18.15012682,19.06111899,10,1,66.7935257
"paquete_nic_apante_2016_2_145","SJC 730-79","ALS 0532-6","INTA Centro Sur","A","B","Better","Worse","Worse",-85.7351355,13.1394293,17159,359,"Ap16",2016,75,15.83092503,16.16550168,8,2,30.80731869
"paquete 247","INTA Centro Sur","INTA Ferroso","INTA Rojo","C","B","Better","Worse","Better",-85.50109863,13.09552972,16689,254,"Po15",2015,67,17.58282357,18.6853674,5,5,60.468853
"paquete 982","PM2 Don Rey","INTA Fuerte Sequia","INTA Ferroso","C","A","Worse","Better","Worse",-85.49491882,13.22323507,16792,357,"Ap15",2015,80,16.19167102,17.29806789,22,1,58.39601135
"paquete 934","BRT 103-182","INTA Ferroso","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.24291992,12.89213455,16784,349,"Ap15",2015,69,18.99,19.30072734,10,3,37.44858313
"paquete_nicaragua_frijol_2016_primera_031","INTA Centro Sur","INTA Precoz","INTA Rojo","A","B","Better","Better","Better",-85.88150024,12.68723422,16968,168,"Pr15",2016,65,17.39149944,20.70248415,5,2,62.99607086
"paquete_nicaragua_frijol_2016_primera_113","INTA Rojo","INTA Ferroso","INTA Matagalpa","C","B","Better","Better","Better",-85.88150024,12.68723422,16968,168,"Pr15",2016,65,17.39149944,20.70248415,5,2,62.99607086
"paquete_nicaragua_frijol_2016_primera_030","ALS 0532-6","INTA Fuerte Sequia","BRT 103-182","C","A","Better","Better","Better",-85.88150024,12.68723422,16969,169,"Pr15",2016,65,17.39149944,20.70248415,5,2,62.99607086
"paquete_nicaragua_frijol_2016_primera_030","ALS 0532-6","INTA Fuerte Sequia","BRT 103-182","C","B","Better","Better","Better",-85.88150024,12.68723422,16968,168,"Pr15",2016,65,17.39149944,20.70248415,5,2,62.99607086
"paquete_nicaragua_frijol_2016_primera_119","INTA Ferroso","ALS 0532-6","INTA Fuerte Sequia","C","B","Better","Better","Better",-85.88150024,12.68723422,16970,170,"Pr15",2016,65,17.39149944,20.70248415,5,2,62.99607086
"paquete_nic_apante_2016_2_193","INTA Precoz","INTA Fuerte Sequia","ALS 0532-6","B","A","Worse","Worse","Worse",-85.86502075,12.81922178,17138,338,"Ap16",2016,66,17.25261843,17.9685677,12,4,31.44841671
"paquete_nicaragua_frijol_2016_primera_124","SJC 730-79","INTA Rojo","BRT 103-182","C","A","Better","Better","Better",-85.88150024,12.68723422,16979,179,"Pr15",2016,68,17.37445356,20.62809026,4,7,62.99607086
"paquete_nicaragua_frijol_2016_primera_013","PM2 Don Rey","INTA Rojo","ALS 0532-6","B","C","Worse","Worse","Worse",-85.88150024,12.68723422,16972,172,"Pr15",2016,66,17.39149944,20.70248415,5,3,62.99607086
"paquete_nicaragua_frijol_2016_primera_130","INTA Centro Sur","PM2 Don Rey","ALS 0532-6","A","C","Better","Better","Better",-85.88150024,12.68723422,16968,168,"Pr15",2016,65,17.39149944,20.70248415,5,2,62.99607086
"paquete 579","BRT 103-182","INTA Ferroso","PM2 Don Rey","B","C","Worse","Better","Worse",-85.4598079,12.81912483,16783,348,"Ap15",2015,59,18.41083551,18.99478926,15,2,17.26550484
"paquete 621","INTA Matagalpa","PM2 Don Rey","INTA Fuerte Sequia","C","A","Worse","Better","Better",-85.45852661,12.79573159,16801,1,"Ap15",2016,59,18.27,19.28290563,6,2,18.67073822
"paquete 296","INTA Rojo","PM2 Don Rey","ALS 0532-6","A","C","Worse","Worse","Worse",-86.00097656,13.08416006,16777,342,"Ap15",2015,72,15.73026856,16.52492727,10,3,23.57078695
"paquete 567","INTA Fuerte Sequia","ALS 0532-6","INTA Ferroso","A","C","Better","Better","Worse",-85.45166016,12.81581859,16787,352,"Ap15",2015,60,18.47026856,19.29112645,15,2,17.26550484
"paquete 295","INTA Ferroso","INTA Fuerte Sequia","INTA Precoz","B","A","Worse","Worse","Worse",-86.00183487,13.08382565,16770,335,"Ap15",2015,73,15.74537486,16.52492727,10,3,23.57078695
"paquete 622","INTA Ferroso","INTA Centro Sur","SJC 730-79","B","C","Better","Better","Worse",-85.46676636,12.82920903,16785,350,"Ap15",2015,59,18.63083551,19.10887355,15,2,17.26550484
"paquete 272","INTA Precoz","PM2 Don Rey","INTA Matagalpa","B","C","Worse","Worse","Worse",-86.00131989,13.08449447,16774,339,"Ap15",2015,73,15.97110407,16.60365908,10,3,23.57078695
"paquete 149","INTA Centro Sur","PM2 Don Rey","BRT 103-182","C","B","Worse","Worse","Worse",-85.597229,12.71268839,16698,263,"Po15",2015,69,17.76544573,18.70279373,10,5,64.97003937
"paquete 276","INTA Rojo","INTA Matagalpa","SJC 730-79","B","C","Worse","Better","Worse",-86.00269318,13.09285455,16792,357,"Ap15",2015,69,15.97110407,16.50409176,14,1,11.70358086
"paquete 640","INTA Matagalpa","INTA Precoz","ALS 0532-6","C","A","Better","Worse","Better",-85.58761597,12.71938643,16777,342,"Ap15",2015,72,17.49195822,18.3762141,22,1,22.53140211
"paquete 148","SJC 730-79","INTA Rojo","INTA Precoz","B","A","Worse","Better","Worse",-85.58624268,12.73010293,16698,263,"Po15",2015,64,19.12599403,20.40953749,10,5,64.97003937
"paquete 582","INTA Ferroso","BRT 103-182","INTA Rojo","B","C","Worse","Better","Worse",-85.45995758,12.79465086,16785,350,"Ap15",2015,61,18.57013428,19.3808094,20,2,18.67073822
"paquete 940","BRT 103-182","INTA Ferroso","SJC 730-79","A","B","Better","Worse","Worse",-85.46401978,12.83188703,16783,348,"Ap15",2015,59,18.63083551,19.10887355,15,2,17.26550484
"paquete 144","INTA Ferroso","SJC 730-79","INTA Matagalpa","B","C","Better","Worse","Worse",-85.59036255,12.72474474,16698,263,"Po15",2015,64,19.12599403,20.40953749,10,5,64.97003937
"paquete 161","INTA Centro Sur","INTA Matagalpa","INTA Precoz","B","A","Worse","Better","Worse",-85.6137085,12.73814001,16699,264,"Po15",2015,67,18.60286087,19.26837747,9,5,68.84448624
"paquete 162","INTA Ferroso","PM2 Don Rey","BRT 103-182","C","B","Worse","Better","Better",-85.58349609,12.73278198,16698,263,"Po15",2015,65,18.6319806,19.94965311,10,5,64.97003937
"paquete 944","INTA Matagalpa","PM2 Don Rey","BRT 103-182","C","B","Better","Worse","Better",-85.45578003,12.83456501,16795,360,"Ap15",2015,58,18.59250653,19.07886236,10,2,17.26550484
"paquete 945","SJC 730-79","ALS 0532-6","INTA Fuerte Sequia","C","B","Better","Worse","Better",-85.45715332,12.82385294,16792,357,"Ap15",2015,60,18.47026856,19.25561358,13,2,17.26550484
"paquete 947","INTA Rojo","INTA Matagalpa","BRT 103-182","C","B","Better","Worse","Better",-85.46127319,12.81180132,16784,349,"Ap15",2015,60,18.41013428,19.13339799,15,2,17.26550484
"paquete 166","INTA Rojo","SJC 730-79","BRT 103-182","A","B","Better","Worse","Worse",-85.7359314,12.8144795,16706,271,"Po15",2015,63,18.13579634,18.90931742,6,6,67.05839634
"paquete 298","INTA Fuerte Sequia","INTA Ferroso","INTA Matagalpa","A","C","Better","Worse","Worse",-86.00063324,13.08449447,16769,334,"Ap15",2015,73,15.97110407,16.63246177,10,3,23.57078695
"paquete 647","INTA Matagalpa","INTA Fuerte Sequia","INTA Precoz","C","A","Better","Worse","Better",-85.55328369,12.69125347,16777,342,"Ap15",2015,66,17.83895188,18.72015293,22,1,17.14106321
"paquete 278","PM2 Don Rey","INTA Precoz","ALS 0532-6","C","A","Better","Worse","Better",-86.00097656,13.08365844,16770,335,"Ap15",2015,73,15.74537486,16.52492727,10,3,23.57078695
"paquete 581","INTA Centro Sur","INTA Matagalpa","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.45985269,12.83117152,16783,348,"Ap15",2015,59,18.63083551,19.10887355,15,2,17.26550484
"paquete 280","BRT 103-182","INTA Rojo","INTA Ferroso","C","A","Worse","Worse","Worse",-86.00320816,13.09168416,16790,355,"Ap15",2015,70,15.97110407,16.50409176,16,1,11.70358086
"paquete 938","INTA Fuerte Sequia","INTA Precoz","ALS 0532-6","B","A","Worse","Better","Worse",-85.43380737,13.02195203,16787,352,"Ap15",2015,74,17.37209996,18.49675867,19,3,58.62469864
"paquete 143","ALS 0532-6","INTA Fuerte Sequia","PM2 Don Rey","B","C","Worse","Better","Better",-85.61096191,12.73814001,16698,263,"Po15",2015,67,18.53991794,19.26837747,9,5,68.84448624
"paquete 942","ALS 0532-6","INTA Precoz","INTA Centro Sur","B","A","Worse","Better","Better",-85.46127319,12.81180132,16779,344,"Ap15",2015,61,18.41013428,19.19507273,11,2,17.26550484
"paquete 290","BRT 103-182","INTA Rojo","SJC 730-79","C","A","Worse","Worse","Worse",-86.00269318,13.09268735,16790,355,"Ap15",2015,70,15.97110407,16.50409176,16,1,11.70358086
"paquete 293","INTA Rojo","SJC 730-79","ALS 0532-6","C","B","Worse","Worse","Better",-86.00166321,13.08650091,16769,334,"Ap15",2015,73,15.97110407,16.63246177,10,3,23.57078695
"paquete 966","INTA Matagalpa","INTA Precoz","PM2 Don Rey","A","C","Better","Worse","Worse",-85.54367065,12.66445728,16778,343,"Ap15",2015,67,17.15026856,18.90619545,22,1,24.526999
"paquete 641","INTA Fuerte Sequia","PM2 Don Rey","SJC 730-79","A","C","Worse","Worse","Worse",-85.59997559,12.73278198,16777,342,"Ap15",2015,68,17.01027602,18.40833644,22,1,22.53140211
"paquete 577","SJC 730-79","INTA Fuerte Sequia","ALS 0532-6","A","C","Better","Worse","Worse",-85.46093828,12.83420299,16784,349,"Ap15",2015,59,18.63083551,19.10887355,15,2,17.26550484
"paquete 953","ALS 0532-6","INTA Centro Sur","INTA Precoz","B","A","Better","Better","Worse",-85.46127319,12.81314041,16784,349,"Ap15",2015,60,18.41013428,19.13339799,15,2,17.26550484
"paquete 189","BRT 103-182","INTA Ferroso","ALS 0532-6","A","C","Worse","Better","Worse",-85.75241089,12.8198358,16707,272,"Po15",2015,65,17.17065274,18.25516225,6,6,74.62704659
"paquete 648","INTA Rojo","SJC 730-79","PM2 Don Rey","C","A","Better","Worse","Better",-85.56838989,12.71938643,16777,342,"Ap15",2015,70,17.31391645,18.55085789,22,1,22.53140211
"paquete 4","SJC 730-79","INTA Fuerte Sequia","INTA Centro Sur","A","C","Better","Better","Worse",-85.77850342,12.83724295,16707,272,"Po15",2015,66,17.23997016,17.95137262,6,6,74.62704659
"paquete 289","INTA Fuerte Sequia","ALS 0532-6","INTA Ferroso","B","A","Better","Better","Worse",-86.00252151,13.08700252,16783,348,"Ap15",2015,71,15.97110407,16.51317046,15,3,23.57078695
"paquete_nic_apante_2016_2_147","INTA Matagalpa","PM2 Don Rey","ALS 0532-6","A","B","Better","Worse","Worse",-85.47637939,12.81922178,17157,357,"Ap16",2016,63,18.1720179,18.87370011,8,2,36.03386164
"paquete 923","SJC 730-79","INTA Ferroso","ALS 0532-6","B","C","Worse","Better","Worse",-85.38848877,12.93362997,16813,13,"Ap15",2016,66,17.64733681,18.84723238,5,2,26.4549613
"paquete 195","INTA Matagalpa","INTA Fuerte Sequia","INTA Ferroso","B","A","Worse","Better","Worse",-85.73919296,12.8106296,16695,260,"Po15",2015,64,17.90634465,19.27,5,2,67.05839634
"paquete_nic_postrera_2016_17","PM2 Don Rey","ALS 0532-6","INTA Precoz","A","C","Better","Worse","Worse",-85.60409546,12.72742385,17064,264,"Po16",2016,75,16.13501305,17.88859381,5,4,101.8822117
"paquete 608","INTA Centro Sur","INTA Matagalpa","INTA Ferroso","A","C","Better","Worse","Worse",-85.46127319,12.82385294,16792,357,"Ap15",2015,58,18.41083551,18.85830287,13,2,17.26550484
"paquete_nic_apante_2016_2_183","SJC 730-79","BRT 103-182","INTA Rojo","B","A","Better","Better","Worse",-85.47637939,12.81922178,17170,4,"Ap16",2017,61,18.31313316,19.01735173,5,3,36.03386164
"paquete 931","ALS 0532-6","INTA Fuerte Sequia","INTA Precoz","C","B","Worse","Worse","Better",-85.46031877,12.79961801,16789,354,"Ap15",2015,60,18.57013428,19.32654606,16,2,18.67073822
"paquete 297","SJC 730-79","BRT 103-182","INTA Centro Sur","C","A","Worse","Worse","Worse",-86.00097656,13.09285455,16790,355,"Ap15",2015,70,15.97110407,16.50409176,16,1,11.70358086
"paquete 154","INTA Precoz","INTA Ferroso","INTA Rojo","B","A","Worse","Better","Worse",-85.59997559,12.73546101,16699,264,"Po15",2015,67,18.54776949,19.50794107,10,5,64.97003937
"paquete 132","BRT 103-182","SJC 730-79","PM2 Don Rey","C","A","Worse","Worse","Better",-85.45715332,12.83791244,16772,337,"Ap15",2015,60,18.81083551,19.41559866,7,2,21.89277363
"paquete 616","SJC 730-79","INTA Rojo","INTA Centro Sur","A","C","Worse","Worse","Worse",-85.45715332,12.81180132,16784,349,"Ap15",2015,61,18.39292428,19.28207758,15,2,17.26550484
"paquete 636","INTA Ferroso","INTA Matagalpa","INTA Rojo","C","A","Worse","Worse","Better",-85.46676636,12.79707077,16806,6,"Ap15",2016,56,18.57013428,19.32605744,6,1,18.67073822
"paquete 618","PM2 Don Rey","INTA Fuerte Sequia","INTA Ferroso","A","C","Better","Worse","Worse",-85.4598999,12.8091231,16785,350,"Ap15",2015,60,18.41013428,19.1208094,15,2,17.26550484
"paquete 620","INTA Rojo","ALS 0532-6","INTA Precoz","A","B","Worse","Worse","Better",-85.46127319,12.83054803,16799,364,"Ap15",2015,57,18.63083551,19.00456919,6,2,17.26550484
"paquete_nic_apante_2016_2_200","PM2 Don Rey","INTA Precoz","INTA Centro Sur","C","B","Better","Worse","Better",-85.47637939,12.81922178,17157,357,"Ap16",2016,63,18.1720179,18.87370011,8,2,36.03386164
"paquete 1","INTA Fuerte Sequia","SJC 730-79","INTA Centro Sur","A","C","Better","Worse","Worse",-85.81764221,12.89347322,16701,266,"Po15",2015,72,17.61644536,18.68997389,6,4,73.48841524
"paquete 946","INTA Ferroso","INTA Centro Sur","INTA Precoz","A","B","Better","Worse","Worse",-85.4598999,12.83054803,16785,350,"Ap15",2015,59,18.63083551,19.10887355,15,2,17.26550484
"paquete 257","INTA Centro Sur","SJC 730-79","INTA Ferroso","C","B","Better","Worse","Worse",-86.00097656,13.08516328,16790,355,"Ap15",2015,70,15.97110407,16.50409176,16,1,11.70358086
"paquete 951","INTA Matagalpa","SJC 730-79","BRT 103-182","C","A","Worse","Worse","Better",-85.46264648,12.8225139,16774,339,"Ap15",2015,61,18.41083551,19.12699739,7,2,17.26550484
"paquete 627","INTA Fuerte Sequia","ALS 0532-6","INTA Rojo","A","C","Better","Better","Worse",-85.4598999,12.8225139,16779,344,"Ap15",2015,60,18.41083551,19.03887728,11,2,17.26550484
"paquete 954","SJC 730-79","BRT 103-182","INTA Ferroso","B","A","Worse","Better","Worse",-85.46539307,12.81180132,16778,343,"Ap15",2015,61,18.41013428,19.2051436,10,2,17.26550484
"paquete 631","PM2 Don Rey","INTA Fuerte Sequia","SJC 730-79","B","A","Worse","Better","Worse",-85.4598999,12.7943924,16778,343,"Ap15",2015,62,18.57013428,19.44375233,22,1,18.67073822
"paquete 956","ALS 0532-6","INTA Centro Sur","PM2 Don Rey","C","A","Worse","Worse","Better",-85.4675052,12.80123295,16783,348,"Ap15",2015,61,18.57013428,19.40598657,15,2,17.26550484
"paquete 617","INTA Matagalpa","INTA Precoz","ALS 0532-6","A","C","Better","Better","Worse",-85.45852661,12.826531,16785,350,"Ap15",2015,60,18.59250653,19.32394256,15,2,17.26550484
"paquete 285","INTA Fuerte Sequia","INTA Centro Sur","INTA Matagalpa","B","C","Worse","Worse","Worse",-86.00286484,13.09218576,16779,344,"Ap15",2015,72,15.97110407,16.60365908,11,3,23.57078695
"paquete 124","INTA Ferroso","INTA Centro Sur","INTA Rojo","B","A","Worse","Better","Worse",-85.61096191,12.7394795,16699,264,"Po15",2015,67,18.60286087,19.26837747,9,5,68.84448624
"paquete 637","INTA Fuerte Sequia","ALS 0532-6","INTA Precoz","A","C","Better","Better","Better",-85.45440674,12.81581859,16777,342,"Ap15",2015,62,18.47026856,19.33521447,9,2,17.26550484
"paquete 638","PM2 Don Rey","SJC 730-79","BRT 103-182","A","B","Better","Worse","Better",-85.45852661,12.82519197,16779,344,"Ap15",2015,60,18.59250653,19.49126818,11,2,17.26550484
"paquete 639","INTA Rojo","INTA Ferroso","INTA Centro Sur","B","C","Worse","Worse","Worse",-85.4598999,12.81581859,16779,344,"Ap15",2015,60,18.41083551,19.03887728,11,2,17.26550484
"paquete 129","INTA Fuerte Sequia","BRT 103-182","SJC 730-79","C","B","Worse","Worse","Better",-85.57388306,12.72876339,16698,263,"Po15",2015,65,18.70198806,20.1891906,10,5,64.97003937
"paquete 967","INTA Fuerte Sequia","ALS 0532-6","INTA Rojo","A","C","Better","Worse","Worse",-85.58349609,12.73010293,16777,342,"Ap15",2015,68,17.0178329,18.73985453,22,1,22.53140211
"paquete 642","INTA Centro Sur","BRT 103-182","INTA Rojo","C","B","Worse","Worse","Worse",-85.57662964,12.71134876,16778,343,"Ap15",2015,71,17.47391645,18.43325998,22,1,22.53140211
"paquete 970","INTA Precoz","INTA Centro Sur","ALS 0532-6","B","C","Worse","Better","Worse",-85.59757233,12.73546101,16776,341,"Ap15",2015,69,17.01027602,18.40833644,22,1,22.53140211
"paquete 38","SJC 730-79","INTA Fuerte Sequia","BRT 103-182","C","A","Worse","Worse","Better",-85.80596924,12.88142494,16702,267,"Po15",2015,69,17.53023499,17.92590451,6,5,73.48841524
"paquete 919","INTA Matagalpa","ALS 0532-6","SJC 730-79","A","C","Better","Worse","Worse",-85.4606765,12.83539486,16795,360,"Ap15",2015,58,18.75391645,19.2299627,10,2,17.26550484
"paquete 958","SJC 730-79","INTA Ferroso","INTA Fuerte Sequia","A","C","Better","Better","Worse",-85.45578003,12.83456501,16784,349,"Ap15",2015,60,18.59250653,19.35415517,15,2,17.26550484
"paquete 142","BRT 103-182","INTA Rojo","INTA Centro Sur","A","B","Better","Worse","Better",-85.60821533,12.73010293,16698,263,"Po15",2015,68,18.49747855,19.50279373,9,5,68.84448624
"paquete 41","ALS 0532-6","BRT 103-182","SJC 730-79","B","C","Worse","Worse","Better",-85.77026367,12.85197115,16690,255,"Po15",2015,59,18.54631108,19.30362178,7,2,81.88741684
"paquete 43","INTA Rojo","INTA Precoz","INTA Matagalpa","B","C","Worse","Better","Worse",-85.77713013,12.80242743,16713,278,"Po15",2015,65,17.68623275,18.6869116,4,6,74.62704659
"paquete_nic_apante_2016_1_106","INTA Fuerte Sequia","SJC 730-79","ALS 0532-6","B","C","Worse","Better","Worse",-85.87257385,13.07221862,17162,362,"Ap16",2016,101,13.30331593,13.77932861,8,2,31.07557774
"paquete 146","INTA Fuerte Sequia","INTA Centro Sur","PM2 Don Rey","C","B","Better","Better","Worse",-85.59997559,12.71402801,16698,263,"Po15",2015,69,17.76544573,18.70279373,10,5,64.97003937
"paquete 147","INTA Ferroso","ALS 0532-6","INTA Matagalpa","B","A","Worse","Better","Worse",-85.59036255,12.72876339,16698,263,"Po15",2015,64,19.12599403,20.40953749,10,5,64.97003937
"paquete 48","BRT 103-182","SJC 730-79","PM2 Don Rey","A","C","Better","Worse","Worse",-85.73867798,12.90819811,16692,257,"Po15",2015,71,17.32836255,18.24988437,7,2,68.44228268
"paquete 152","SJC 730-79","INTA Centro Sur","PM2 Don Rey","B","C","Worse","Better","Worse",-85.60958862,12.74483738,16699,264,"Po15",2015,63,19.06221186,20.28976874,9,5,68.84448624
"paquete 54","INTA Matagalpa","SJC 730-79","ALS 0532-6","B","A","Worse","Better","Worse",-85.71670532,12.84661554,16730,295,"Po15",2015,66,17.59117866,17.90567326,10,1,46.00278854
"paquete 615","INTA Ferroso","BRT 103-182","PM2 Don Rey","C","A","Worse","Worse","Better",-85.44342041,13.02997975,16785,350,"Ap15",2015,71,17.75419993,18.4608094,17,3,58.62469864
"paquete 156","INTA Fuerte Sequia","SJC 730-79","BRT 103-182","A","C","Better","Worse","Worse",-85.57388306,12.71804684,16699,264,"Po15",2015,64,18.88480791,20.84780306,10,5,64.97003937
"paquete 157","INTA Precoz","INTA Rojo","ALS 0532-6","A","B","Better","Worse","Worse",-85.59448242,12.7260843,16699,264,"Po15",2015,64,19.11592316,20.40953749,10,5,64.97003937
"paquete 159","PM2 Don Rey","BRT 103-182","SJC 730-79","A","B","Better","Worse","Worse",-85.5670166,12.72742385,16699,264,"Po15",2015,65,18.68184633,20.1891906,10,5,64.97003937
"paquete 16","INTA Centro Sur","SJC 730-79","INTA Fuerte Sequia","B","A","Worse","Better","Better",-85.81008911,12.8800862,16700,265,"Po15",2015,68,17.53023499,17.92590451,6,3,73.48841524
"paquete 62","INTA Fuerte Sequia","BRT 103-182","INTA Ferroso","B","A","Worse","Better","Worse",-85.71670532,12.86937608,16701,266,"Po15",2015,65,17.56867214,18.79120104,6,3,64.56450462
"paquete 63","ALS 0532-6","PM2 Don Rey","INTA Centro Sur","A","C","Better","Worse","Worse",-85.71258545,12.94299894,16708,273,"Po15",2015,83,16.56939202,18.04930623,6,4,68.44228268
"paquete 623","INTA Rojo","BRT 103-182","INTA Precoz","B","C","Worse","Worse","Worse",-85.45578003,12.81314041,16784,349,"Ap15",2015,61,18.39292428,19.28207758,15,2,17.26550484
"paquete 164","INTA Matagalpa","INTA Centro Sur","ALS 0532-6","C","A","Worse","Worse","Better",-85.72906494,12.79974912,16699,264,"Po15",2015,65,18.04137635,18.9866132,6,2,69.46891451
"paquete 625","INTA Centro Sur","SJC 730-79","INTA Matagalpa","B","C","Better","Better","Better",-85.46264648,12.82385294,16785,350,"Ap15",2015,59,18.41083551,18.97464752,15,2,17.26550484
"paquete 7","INTA Centro Sur","SJC 730-79","INTA Fuerte Sequia","B","A","Better","Better","Worse",-85.81283569,12.91489095,16700,265,"Po15",2015,70,18.2202984,19.36942186,6,3,82.01481628
